Nb,Name,Label,Type,CX (pix),CY (pix),CZ (pix),CX (unit),CY (unit),CZ (unit),Xmin (pix),Ymin (pix),Zmin (pix),Xmax (pix),Ymax (pix),Zmax (pix),VolBounding (pix),RatioVolbox,Vol (unit),Vol (pix),Surf (unit),Surf (pix),SurfCorr (pix),Comp (pix),Spher (pix),CompCorr (pix),SpherCorr (pix),Comp (unit),Spher (unit),CompDiscrete,Ell_MajRad,Ell_Elon,Ell_Flatness,volEllipsoid (unit),RatioVolEllipsoid,DCMin (unit),DCMax (unit),DCMean (unit),DCSD (unit),
0,obj1-val1,1,0,57.3705636743215,59.64274530271399,6.015396659707725,13.373101117395073,13.902747555001554,12.115983830725224,39,36,0,74,89,13,27216.0,0.14079952968841858,419.37828387469284,3832,654.9327141399418,4810.0,3536.4622666666673,0.014923412555326565,0.24620110082067645,0.037548819561087174,0.3348616628228235,0.07080667443361974,0.4137059646705675,0.8447813043431627,19.33955633465521,4.27259334483909,1.4425753502497185,1150.5526103804723,0.36450161434687467,0.17153406547714864,14.758341731054994,8.699919103259303,3.8249628434101752,
1,obj2-val2,2,0,41.38582219639744,80.01641487507263,11.798808832074375,9.64705154721494,18.651858002481735,23.764713304571494,0,31,0,69,113,21,127820.0,0.05385698638710687,753.3925120546413,6884,1230.6429753740351,9140.0,6694.844533333333,0.007019327562316838,0.19146933154765797,0.017861281194893393,0.26139916898508275,0.03444282310856268,0.3253619293488055,0.8219204679231409,26.414663392067503,2.611635861254474,2.0694043076003736,5469.570628086839,0.1377425328755952,NaN,NaN,NaN,NaN,
2,obj3-val3,3,0,74.97017489069331,26.291224234853217,9.096970643347907,17.475577463269396,6.128494783295471,18.322773286365553,34,0,0,107,58,21,96052.0,0.0666722192145921,700.8607854732602,6404,1192.8305048163777,8276.0,6024.412033333333,0.008182642438365086,0.20151090510356456,0.021213435993690362,0.27682395724163944,0.03273253828617109,0.3198848876700672,0.8292696650240022,29.03502314832435,3.156374835043222,2.0622467509846065,4990.422844099357,0.14044116247623253,NaN,NaN,NaN,NaN,
3,obj4-val4,4,0,62.0394922425952,62.10052570842416,9.765995640466727,14.461430216057309,14.475657141117853,19.67029806419732,5,25,0,92,96,20,133056.0,0.05861441798941799,853.531115850399,7799,1393.561486578573,10870.0,7802.787966666667,0.005356012499707872,0.1749636986933278,0.01448040796058438,0.24374007055562308,0.03044476903044818,0.31225164383064863,0.8084732562133841,25.604079635640222,2.5876576894092005,1.645029474668217,6383.057587898572,0.13371822266942734,NaN,NaN,NaN,NaN,
4,obj5-val5,5,0,29.465712132629992,90.37704094448631,10.88947500627983,6.868469169705712,21.06692404318379,21.93316759722764,3,76,3,63,107,18,31232.0,0.1274654200819672,435.68500733432984,3981,719.7018456648877,5024.0,3710.289433333334,0.014134740394714053,0.24178530121409447,0.03509242336015869,0.32739430455976565,0.05758902885504265,0.38617159998606976,0.8428480219731768,22.96078328307363,5.307243453048746,1.3859140259084386,1298.895991595801,0.33542717057664856,0.2628054225203433,17.6747538404358,10.463997290560858,4.486061285370592,
5,obj6-val6,6,0,66.33418604651163,50.09418604651163,13.764883720930232,15.462525042910668,11.676974610124818,27.72470678645268,47,24,6,88,76,20,33390.0,0.1287810721772986,470.5967172915394,4300,799.5553579887802,6188.0,4446.6492,0.008825480699834232,0.2066554237227156,0.023784316630929947,0.2875832313766043,0.049000955246544624,0.36593331677909147,0.8099642541788505,18.106890681641488,3.9261778294665657,1.2174975978823703,1324.9887204476443,0.35517035732390945,0.48042845191256267,16.153560454006065,8.096163594706768,4.40114665182382,
6,obj7-val8,8,0,57.80655737704918,110.54316939890711,11.970856102003642,13.474731422201272,25.767656573864066,24.11124439113241,33,98,7,79,117,16,9400.0,0.29202127659574467,300.41581138727344,2745,506.3745803157536,2840.0,2134.679166666667,0.03720335025005149,0.3338318942606767,0.0876070862324628,0.44413303617053346,0.07861080758180888,0.4283786200195987,0.8912158112740542,15.286068326400269,3.5590225150535284,1.9067075586318998,619.4844628705575,0.48494486850438717,0.12968641357807636,10.99732447811597,7.496427754954676,2.3611773847249973,
7,obj8-val9,9,0,83.59778597785977,80.63784923563522,10.319978914074856,19.486677025149383,18.79671459808369,20.786110165249095,71,57,7,100,92,14,8640.0,0.2195601851851852,207.60976109350008,1897,353.92875335576997,1914.0,1357.7166,0.0580445214400433,0.3871870503668795,0.16261464356505456,0.5458247407697686,0.10995130078833504,0.4790716192236042,0.904942159777164,10.367982222238329,2.697033705369407,1.8050912013694442,355.5489679911351,0.583913271543166,0.8956778326333872,9.677694319405822,5.579226462102641,2.2490329167474803,
8,obj9-val10,10,0,93.0289942615524,56.81063122923588,11.205980066445182,21.6850954118505,13.242580642652172,22.570660086624418,71,33,7,108,77,15,15390.0,0.2151397011046134,362.3594723144854,3311,564.8451379052998,3748.0,2789.3107,0.02354897389809934,0.28663191074680283,0.057132082744619006,0.38514714731655386,0.08240307649102849,0.435159200425096,0.869686219772542,10.892055353518867,2.1178067067203723,1.5033926648223643,802.7365577150684,0.4514052198468641,NaN,NaN,NaN,NaN,
9,obj10-val11,11,0,82.72413793103448,16.48068134607395,11.313253012048193,19.28302931937586,3.841653349891376,22.786725185557312,66,3,7,96,39,15,10323.0,0.23316865252349123,263.4247205862175,2407,435.22762283874226,2692.0,2008.6518333333331,0.033587632087077754,0.3226464965751934,0.08085196094718088,0.4324111186657734,0.09519542476912139,0.45660328585688387,0.8792032661916325,11.657534365731596,3.1646347210459975,1.3979630817594884,473.9863353470812,0.5557643774547258,1.065683230373803,9.22844418356483,5.432753031879341,2.401102301727052,
10,obj11-val12,12,0,53.3063703024748,70.1141154903758,14.428735105407883,12.425736032560117,16.34362809353382,29.061811069900976,33,15,7,77,109,20,59850.0,0.0729156223893066,477.6009475023903,4364,770.8829573146435,5752.0,4349.2254,0.011317883654620541,0.22452035684521546,0.02618099273637396,0.29693544129325244,0.05631413267665302,0.38330064467420116,0.8311870844360076,19.72649401383746,3.6030626718831553,1.6672473362521827,1485.5751915970927,0.32149227464477065,1.0680137477587874,16.863016297667794,8.381524897430037,4.461008897942497,
11,obj12-val14,14,0,116.70454545454545,43.158670033670035,9.866582491582491,27.20387577300065,10.06030308032151,19.872896285170064,104,17,7,125,76,12,7920.0,0.3,260.0320465778367,2376,431.14238532166513,2464.0,1771.9759000000001,0.042679874685683294,0.34946860667114876,0.11475505180195329,0.4859489011881652,0.09542099947358305,0.45696365611912365,0.8941702555400894,7.9898007785668375,1.2731557560832352,3.6391441759288927,362.18803746336505,0.717947639571444,0.5182132680598937,8.025315617109097,5.136692493655237,1.3101532364304023,
