Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,
0,obj1-val1,1,0,12.0,100.59118821423654,30.259204185598236,8.832135481206112,25.40179596183047,7.641207389387896,17.888607203634862,36315.0,0.0,15.0,7.45228811820234,3.1746881267085323,
1,obj2-val3,3,0,6.0,23.705514996921455,78.50963145395373,5.239115137655027,5.986236625811005,19.825649489142744,10.611303799806493,22738.0,0.0,15.0,7.919888540578196,3.21004381770939,
2,obj3-val4,4,0,6.0,56.53463881805618,81.676970393008,8.672590660463667,14.27641312848909,20.62548194862681,17.565465123703113,51373.0,0.0,15.0,7.055761571212746,2.9307802097136864,
3,obj4-val5,5,0,7.0,66.31093766859692,59.57984749847139,6.57920008632162,16.745173594211145,15.045404636933707,13.325511854835812,55606.0,0.0,15.0,8.59709338280767,2.6841350570382922,
4,obj5-val7,7,0,12.0,107.78235841119427,49.45802890079558,8.952383061004591,27.217746656049066,12.489391775914205,18.132156651758702,67749.0,0.0,15.0,8.398289326887319,2.936287170006491,
5,obj6-val8,8,0,3.0,49.96980361351139,14.348468185388846,6.833684210526315,12.618627716572787,3.6233478069054104,13.840944000000002,31825.0,0.0,15.0,6.455375253549696,4.144593981662181,
6,obj7-val10,10,0,9.0,42.14386998043508,71.97915657749452,7.045173662902195,10.64238334678915,18.176540921179736,14.269294736842108,51623.0,0.0,15.0,7.606158833063209,2.518082630830029,
7,obj8-val11,11,0,12.0,34.858896896983296,39.06859867938371,10.028332829830392,8.802745072916181,9.865800273228004,20.31138531353848,46342.0,0.0,15.0,7.580893178472109,3.249653835854988,
8,obj9-val12,12,0,0.0,14.698312886587345,58.10979594352999,7.177465425477262,3.7116923614924904,14.674179778027943,14.537238472761649,48663.0,0.0,15.0,8.404663212435233,3.8310059173076274,
9,obj10-val13,13,0,0.0,69.04057750759878,22.5140251845419,8.132240555796788,17.434476061659243,5.685355587998772,16.471040021710817,46060.0,0.0,15.0,8.411249086924762,3.1668334603392525,
10,obj11-val14,14,0,0.0,103.91214806064185,79.17723961409726,6.77944477259303,26.24042155034778,19.994237280652882,13.731087442409926,25395.0,0.0,15.0,6.501536098310292,3.3057777683749765,
11,obj12-val15,15,0,4.0,100.0214964785495,56.546863794339934,8.084441257056692,25.257934521400486,14.279500241373539,16.37422732204263,54381.0,0.0,15.0,7.855120612451249,2.971785020549601,
12,obj13-val16,16,0,11.0,45.19200486308111,48.55112024546981,4.251027615353442,11.412113794631244,12.26037461220858,8.610031332136861,34546.0,0.0,15.0,8.11701127819549,2.871216547292695,
13,obj14-val17,17,0,1.0,8.53508137432188,76.75375226039783,4.949050632911392,2.155321946554556,19.382245988297946,10.023807151898735,22120.0,0.0,15.0,9.24362724613456,3.911915022757704,
14,obj15-val18,18,0,3.0,36.33988410951344,103.43081828494343,6.5907042339884105,9.176731459424007,26.1188737192733,13.34881235552013,32617.0,0.0,15.0,7.230547550432276,3.464940993138463,
15,obj16-val19,19,0,15.0,92.9577935430804,30.569324491054903,7.827344231955583,23.474172505192648,7.719520538508406,15.85350300740284,38904.0,0.0,15.0,7.56298600311042,3.630878239597422,
16,obj17-val20,20,0,12.0,87.35750761190094,86.6164081417372,8.509913452086979,22.05995995758108,21.872813768509065,17.23597870585697,41711.0,0.0,15.0,6.819980379332898,3.1910750026519863,
17,obj18-val22,22,0,10.0,123.04605238364424,80.73879781420764,8.755191256830601,31.072211910860734,20.388569860731835,17.732764371584704,26535.0,0.0,15.0,6.386281588447654,4.114719226343073,
18,obj19-val23,23,0,0.0,63.235769961354556,100.98254404925656,9.574081351935547,15.968616680682958,25.50062311802707,19.39134437021026,30534.0,0.0,15.0,7.821209016393443,2.782084806990593,
19,obj20-val24,24,0,3.0,18.029336734693878,32.132298752834465,13.13562925170068,4.552859362655503,8.114210709647054,26.604903486394562,14112.0,0.0,15.0,6.23321554770318,3.7684213727272042,
20,obj21-val25,25,0,12.0,97.95194578183937,96.4604863687939,12.717409304179828,24.735321105019207,24.358690225435158,25.757840804685827,32609.0,0.0,15.0,8.585834649815693,3.5917383145403243,
21,obj22-val26,26,0,0.0,79.29491348058453,104.36723100497066,13.691856336659566,20.023952880991384,26.355341398723855,27.731485824270287,26757.0,0.0,15.0,7.668959587274291,3.9429216105110045,
22,obj23-val27,27,0,11.0,76.23573339277753,4.441038787338386,14.94471689701293,19.25143324203985,1.1214735916458616,30.26902960320999,8972.0,0.0,15.0,6.183321847002068,3.7121641971615285,
