Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,
0,obj1-val1,1,0,30.0,83.06064480266815,40.40554011487863,4.656401704650732,20.974894413632555,10.203411491071758,9.201049768389845,53970.0,2.0,127.0,34.729729729729726,21.08839041343713,
1,obj2-val2,2,0,16.0,111.93341368753465,88.35052431116361,15.034626232432563,28.265992143827834,22.310721560353265,29.70842143528674,207415.0,0.0,119.0,23.172271254608425,15.705161795041269,
2,obj3-val3,3,0,28.0,97.20239277752026,11.848751738295476,5.891044743173741,24.546040186717097,2.992106758074546,11.640704412511312,45303.0,0.0,106.0,18.727986771393137,15.945562573843263,
3,obj4-val4,4,0,16.0,104.73013365413851,73.24648017661912,6.337975754531153,26.446983412421282,18.496571890632183,12.523840090953557,151286.0,1.0,103.0,29.27927230501258,13.873188253458036,
4,obj5-val5,5,0,21.0,64.23883673002061,104.7438863577142,7.491633963187859,16.221916177846484,26.450456314733653,14.803468711259207,126643.0,3.0,124.0,27.32908933966336,12.831733565901526,
5,obj6-val6,6,0,6.0,81.94895921435955,20.965281693449864,14.971830655013626,20.694165942389322,5.294259043099175,29.584337374306923,170256.0,0.0,82.0,19.14709851551957,11.814397115738887,
6,obj7-val7,7,0,17.0,43.960789021993364,84.58416264240549,11.535253417286981,11.101200938987512,21.35962084937953,22.79366075255907,224886.0,0.0,131.0,27.28536762921621,15.666051471562088,
7,obj8-val8,8,0,28.0,100.79310836878683,82.014766271173,15.977602198557197,25.452785861219507,20.710783873439745,31.571741944349018,189215.0,0.0,106.0,23.137075079481537,12.333198395512307,
8,obj9-val9,9,0,17.0,16.76691987001153,51.80533984888437,13.934360661554217,4.234067466618468,13.08214661677892,27.534296667231132,248022.0,0.0,134.0,28.190725164810186,20.116699326986357,
9,obj10-val10,10,0,14.0,42.17397129186603,15.507751196172249,3.965023923444976,10.649984682301007,3.9160958201729263,7.834887272727272,20900.0,0.0,67.0,19.624413145539908,10.784969580472016,
