Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,
0,obj1-val1,1,0,9.0,44.68436342491366,62.81873902324295,11.303366244891302,10.415942814159001,14.643072949291795,22.76681163408474,423053.0,0.0,193.0,54.23061146006922,33.01748979024822,
1,obj2-val2,2,0,25.0,27.692233069698467,87.69393639808865,15.19748928983358,6.45507049764801,20.441491310620652,30.61020659478672,485520.0,0.0,220.0,50.96787738820071,38.50836929924743,
2,obj3-val4,4,0,78.0,34.25007869841112,101.88259853869477,3.605762380502676,7.983706911312788,23.74887407583147,7.26258984585904,60357.0,0.0,119.0,26.993291592128802,19.17428483216527,
3,obj4-val5,5,0,48.0,54.26383963805123,107.43386146841632,12.440456744879317,12.648922513943772,25.042875663646463,25.05709619739655,454871.0,0.0,218.0,51.560983903876675,38.52338960144513,
4,obj5-val6,6,0,38.0,56.463153139064104,84.89484613112305,4.359667413856019,13.161583362194452,19.789022260650313,8.781076773777652,115098.0,0.0,173.0,42.85107967237528,34.47198107566202,
5,obj6-val7,7,0,35.0,8.234540120203947,50.78659526590139,3.7804711311134533,1.9194745637826665,11.838375473433057,7.6144815858776,35107.0,0.0,100.0,24.987188612099644,16.664653070564157,
6,obj7-val8,8,0,84.0,64.95809392980969,81.81061861733411,10.343618259514106,15.141757425427034,19.07008760550045,20.83372363836041,243139.0,0.0,202.0,53.74425287356322,35.80478398137383,
7,obj8-val9,9,0,31.0,51.049318647972804,55.29538085471046,14.21971565845298,11.899616397860607,12.889375180148253,28.640812026467025,355910.0,1.0,196.0,50.975365224863936,33.119244655342314,
8,obj9-val10,10,0,22.0,9.300546963410033,81.42889475669558,3.0849679366276876,2.167961181187314,18.981107622381927,6.213625427039238,21208.0,0.0,111.0,23.408388520971304,21.130713846827536,
9,obj10-val11,11,0,51.0,22.68857920343036,25.46526758472829,11.96043126906902,5.2887167994360755,5.935963960983725,24.09024708797534,242540.0,0.0,173.0,46.11903403688914,35.372735374740046,
10,obj11-val12,12,0,41.0,73.67264120838209,61.187940999184484,5.511275396234443,17.173121847959823,14.262933283912433,11.100601899575262,56406.0,0.0,134.0,34.5625,31.299953330308025,
11,obj12-val13,13,0,80.0,34.95484272812208,45.90229805972203,14.038653465920202,8.147987685800732,10.699843859965878,28.276123424670086,414219.0,0.0,178.0,55.36206896551724,30.01087481721921,
12,obj13-val14,14,0,39.0,43.246752079118906,27.21417975146903,14.680942747969047,10.080835040005601,6.343636079808221,29.569798139103632,155715.0,0.0,155.0,30.020242914979757,26.258089215088017,
13,obj14-val15,15,0,54.0,74.11789860051351,49.74196289733483,9.474966549741438,17.27691152243545,11.594871254533473,19.084118306324196,110612.0,1.0,203.0,55.86464646464646,36.59546083934074,
14,obj15-val16,16,0,76.0,48.90183748201753,82.91680653036313,15.551751384105671,11.399037687443029,19.32794044619685,31.323747870425237,183512.0,0.0,154.0,51.41832446063323,35.785501836616845,
15,obj16-val17,17,0,128.0,38.08505381731484,103.13724711045076,14.696636201862441,8.877641130591662,24.041333154883503,29.6014072987945,173643.0,0.0,190.0,66.35192969048529,41.126273405245534,
16,obj17-val18,18,0,88.0,22.016950959488273,39.12569296375266,16.858228338825352,5.132159989736188,9.120214527831294,33.955204207232775,206360.0,0.0,158.0,54.621492853361566,31.20597289275397,
