Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,
0,obj1-val1,1,0,22.0,91.62485934975169,90.54479657532508,7.142257679715062,21.35779100772138,21.10602794718157,14.385664563391455,236402.0,0.0,105.0,34.12269053117783,16.799197535299502,
1,obj2-val2,2,0,3.0,174.43383764792395,99.60643035147686,12.932237549875397,40.66059665028297,23.21829836978368,26.04762244506765,73433.0,0.0,108.0,9.87799300511165,9.140136100719689,
2,obj3-val3,3,0,9.0,183.00848176420695,71.07364998586372,2.840684195646028,42.6593495902694,16.56729596451087,5.721598379900726,7074.0,0.0,32.0,5.8031173092698936,4.261635107369223,
3,obj4-val5,5,0,61.0,123.51775409196394,84.9190643418972,6.677243135563633,28.792037405145958,19.79466753517478,13.449049903259546,194772.0,0.0,92.0,28.03281519861831,14.960571557574589,
4,obj5-val6,6,0,9.0,210.46647357779113,72.85935479170082,3.9227462338561305,49.05981835833246,16.98354446208257,7.901046702338067,54897.0,0.0,233.0,24.33377659574468,33.49725915400808,
5,obj6-val7,7,0,1.0,129.6471789360559,20.95387426114992,13.990306286942504,30.220808764214965,4.884356390260861,28.178744370238213,46525.0,0.0,60.0,6.657842014882656,6.8885804393283765,
6,obj7-val8,8,0,26.0,68.69014262502257,67.937055425167,6.826918216284528,16.011699454573648,15.836154529983823,13.750519774735148,110780.0,1.0,110.0,30.160631636264633,18.586657630319717,
7,obj8-val9,9,0,21.0,66.06169990659853,19.593126751277403,3.484231635624416,15.39900841576312,4.567165606707278,7.017807228322971,36402.0,0.0,62.0,9.827753779697623,8.178505827963354,
8,obj9-val10,10,0,25.0,58.98045801138997,57.32625851549455,10.976889916003733,13.748368125056958,13.362773567322904,22.109235393367054,157507.0,0.0,112.0,22.093842053583952,17.14121638202191,
9,obj10-val11,11,0,0.0,136.9346877098724,50.18854936198791,2.5088985896574885,31.9195299460285,11.698970736340355,5.053328394589428,5956.0,0.0,28.0,4.645865834633385,3.6826939924591744,
10,obj11-val12,12,0,19.0,171.55863079841353,119.4165588894637,6.38905414726677,39.99038479477108,27.836047178928965,12.86859057199285,46392.0,0.0,62.0,14.011476895197825,9.264387257786147,
11,obj12-val13,13,0,38.0,190.70083483303338,109.23235352929414,6.889522095580884,44.45244013761161,25.462104875433283,13.876614134293504,40008.0,0.0,57.0,12.205003050640634,9.340933994756965,
12,obj13-val14,14,0,35.0,109.19202009753214,70.45643564356436,5.832466380966455,25.452703136513183,16.423423056837656,11.747532600530377,135340.0,0.0,113.0,30.89249029901849,16.97240819502487,
13,obj14-val15,15,0,15.0,140.78691507065693,117.3233435816433,8.830141313852142,32.81748566972353,27.348117861537737,17.785335769835925,70906.0,0.0,157.0,22.93208279430789,16.460296411005015,
14,obj15-val16,16,0,34.0,145.49046182720022,102.26143843421141,4.018392653663114,33.913884281783936,23.837181805537725,8.093694093924123,74595.0,0.0,100.0,27.13532193524918,15.504772944990943,
15,obj16-val18,18,0,46.0,106.14833459636968,100.65020509304368,6.636606401789903,24.74321884056555,23.46160267548991,13.3672009351551,166266.0,1.0,98.0,31.258883248730964,15.310491636436687,
16,obj17-val19,19,0,46.0,100.71869747006743,97.22603724808388,12.18189541650737,23.477568275704492,22.663427794491206,24.536311775183975,164787.0,0.0,255.0,24.6945901393676,31.67056230306514,
17,obj18-val20,20,0,7.0,96.98480043739748,9.839453253143795,13.693821760524877,22.607195398364496,2.293580450789079,27.5815764806795,45725.0,0.0,86.0,6.566853367801235,7.192450614551277,
18,obj19-val21,21,0,15.0,93.27407195233731,62.746728918423464,7.786938588450963,21.742223118649576,14.626287365334631,15.684156401600664,174560.0,0.0,125.0,31.657598839318098,17.83632553880978,
19,obj20-val22,22,0,32.0,40.78231732127043,42.88761239159746,11.843565256934971,9.506374321770025,9.997119436586427,23.854859998232488,125343.0,0.0,234.0,15.030938961506175,18.078730360690077,
20,obj21-val23,23,0,7.0,172.1990751017388,21.997743248242692,14.252164261931188,40.139672615561,5.127682664636525,28.70616877304784,54060.0,0.0,156.0,7.991130820399113,12.939011443202476,
21,obj22-val24,24,0,5.0,73.40272527960481,58.35162212416396,10.595470818416452,17.110204338046113,13.601786230657963,21.34099551152328,180165.0,0.0,204.0,21.769574673755436,23.18330886951467,
22,obj23-val25,25,0,9.0,189.43965862743713,56.678666572364854,10.350849895089233,44.15845946452577,13.211819628863344,20.848289324491272,42417.0,0.0,81.0,6.511667178385017,6.331708196075217,
23,obj24-val26,26,0,47.0,196.78451887582943,40.26041171275222,14.170052313336504,45.870549297780265,9.384717917693703,28.540782000111257,44157.0,0.0,253.0,25.974705882352943,42.98353649783218,
24,obj25-val27,27,0,16.0,78.78639773002222,104.77086861843696,13.236038096913974,18.365140518751463,24.422130975484826,26.659525985916392,45463.0,0.0,253.0,19.48692670381483,28.697607577028787,
25,obj26-val28,28,0,58.0,119.10455872306068,100.1988489327785,14.761008633004161,27.763319816554812,23.356391375746536,29.731063808411182,96606.0,0.0,139.0,33.861198738170344,21.901643539392616,
26,obj27-val29,29,0,52.0,152.95340200406417,100.69196272160325,14.746829234111134,35.65349859313752,23.471336395247658,29.702504200884707,57084.0,0.0,76.0,22.185775359502525,13.091008147388472,
