Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,
0,obj1-val1,1,0,59.0,126.77225382169766,81.94632463742869,12.961679369365445,24.009896557139708,15.52013724193725,26.106923041365462,574025.0,0.0,133.0,31.941739469144732,21.730821505311894,
1,obj2-val2,2,0,22.0,90.61990397378241,98.94211057325934,18.64294633050335,17.162860601095154,18.739036093420328,37.54991550439695,559014.0,0.0,228.0,43.14045377373051,47.67150980047489,
2,obj3-val3,3,0,41.0,25.51052264918074,84.28824619889716,13.215420099106156,4.831538380526655,15.96368299221537,26.61799799662606,254071.0,0.0,112.0,18.950622808980384,18.750470305503622,
3,obj4-val4,4,0,18.0,148.63374540396978,63.51502911127387,10.170805868122601,28.150330568933672,12.029361574104898,20.485651473165877,270342.0,0.0,158.0,26.966783042394017,30.835952062814975,
4,obj5-val5,5,0,71.0,50.16954765616533,103.2860828824623,17.152976582494812,9.50180826821313,19.561758121678466,34.548874941925,479812.0,0.0,199.0,39.48095120546367,38.10110704621509,
5,obj6-val6,6,0,40.0,140.33238778575003,112.50082503661679,3.2689804772234274,26.578103747301142,21.30697443875318,6.584256508018855,53937.0,0.0,67.0,15.336081887972703,12.32918270111523,
6,obj7-val7,7,0,70.0,89.0563936475468,81.11857155032813,13.186522344384784,16.866741221126286,15.36336582392578,26.5597932349528,703980.0,0.0,165.0,48.00736497545008,32.79969984520273,
7,obj8-val8,8,0,29.0,110.34588669333718,38.89190471491145,10.347924937941714,20.898842176768404,7.365891044490804,20.842397986727583,263462.0,0.0,114.0,30.28995171303748,21.7130690924247,
8,obj9-val9,9,0,42.0,77.51423252698763,29.379284532345757,12.864515207627452,14.68072585738402,5.564258434156393,25.911218671539135,203056.0,0.0,80.0,16.070914127423823,13.010469539196075,
9,obj10-val10,10,0,25.0,42.630167928172796,69.34788207486824,12.071317566079642,8.073895440941817,13.134068574785651,24.313590062284696,476811.0,0.0,151.0,41.92113592403728,34.57463348806308,
10,obj11-val12,12,0,29.0,97.22506463997493,72.01361357047716,8.905703988090574,18.413837999995252,13.638941964105523,17.937531242731584,153156.0,0.0,103.0,25.92349356804333,17.311501039477875,
11,obj12-val13,13,0,4.0,169.6788966848274,81.21717496632557,12.303280995556985,32.1361546751567,15.382040713319237,24.780802005213097,99482.0,0.0,90.0,12.39651090342679,11.930999185461024,
12,obj13-val14,14,0,23.0,137.42551708451646,36.9618248919607,14.280968208198514,26.027560053885693,7.000345623477406,28.764184589290444,136293.0,0.0,75.0,17.340076335877864,10.5432173449557,
13,obj14-val15,15,0,84.0,85.52372762661943,54.58776853205907,17.34943667483677,16.197675686859743,10.338592525011189,34.944577409584646,388408.0,0.0,151.0,52.73699932111337,30.803246158228802,
14,obj15-val16,16,0,59.0,43.71214069325067,79.34807841341411,18.873423629702692,8.278814525236868,15.028045154055704,38.014134140077765,113552.0,0.0,128.0,31.07608100711549,26.82542261580037,
