Nb,Name,Label,Type,CX (pix),CY (pix),CZ (pix),CX (unit),CY (unit),CZ (unit),Xmin (pix),Ymin (pix),Zmin (pix),Xmax (pix),Ymax (pix),Zmax (pix),VolBounding (pix),RatioVolbox,Vol (unit),Vol (pix),Surf (unit),Surf (pix),SurfCorr (pix),Comp (pix),Spher (pix),CompCorr (pix),SpherCorr (pix),Comp (unit),Spher (unit),CompDiscrete,Ell_MajRad,Ell_Elon,Ell_Flatness,volEllipsoid (unit),RatioVolEllipsoid,DCMin (unit),DCMax (unit),DCMean (unit),DCSD (unit),
0,obj1-val1,1,0,59.837273991655074,92.81720643751243,9.844426783230677,13.948092269447994,21.635727586176035,19.828271097616447,27,69,0,95,109,19,56580.0,0.08895369388476493,550.8170414251903,5033,897.5112644957549,5668.0,4223.496566666667,0.01573318717898018,0.2505760184744395,0.038026801512373795,0.3362765624779201,0.047462147617553165,0.3620619641850266,0.8626425968091848,28.516339508615957,3.8146194476752964,2.003036564273997,3332.564807759681,0.16528321974193727,NaN,NaN,NaN,NaN,
1,obj2-val2,2,0,64.38367507886436,38.57531545741325,6.459779179810726,15.007860163740059,8.991921313094917,13.011042250444877,34,14,0,114,60,16,64719.0,0.07836956689689271,555.0852442099275,5072,856.2128536249036,4694.0,3438.9117333333334,0.028130769191247348,0.30413125407391406,0.07153980902493423,0.41512854009237726,0.05551706636256648,0.3814836432033411,0.898021392028705,22.49644953876619,4.430230097802549,1.2537119170329225,1938.1179905420674,0.28640425759356225,1.0002222586455651,22.562733083897637,10.463467217713541,5.2134820634837675,
2,obj3-val3,3,0,14.445597391046546,44.35754521197747,4.803439075007412,3.3672744738624636,10.339761359268426,9.674904824562518,2,18,0,29,62,11,15120.0,0.22308201058201058,369.1448203312471,3373,547.2190632786602,2522.0,1795.6277666666665,0.08021393266898322,0.43127104548791384,0.22224710798488012,0.6057294736493207,0.09405075287162619,0.45476576955123826,0.9379235347679346,14.350010729308073,3.6909993820032083,1.8094231605493594,502.13116338438454,0.7351561648617783,1.3592798469692913,13.834629580861012,7.067446271885027,3.1858396675309506,
3,obj4-val4,4,0,23.721946169772256,82.61697722567288,5.184057971014493,5.529595048614779,19.258050116508915,10.441532970729416,1,49,0,48,109,11,35136.0,0.1374658469945355,528.6004987251479,4830,733.508380039427,5110.0,3956.2907333333333,0.01977351758974456,0.27041361010243875,0.042607106185361995,0.349269513699073,0.0800741377854552,0.4310203638382733,0.8754626082762863,17.79481183580989,2.691379527731169,1.6965538726376725,1920.6633281327029,0.27521767661335056,0.38679136553241705,14.631303031840028,8.129069015731337,3.4217630906675334,
4,obj5-val5,5,0,64.25116822429906,67.48734423676012,11.64797507788162,14.976972763453931,15.731326673832204,23.460909676929123,23,37,0,83,105,20,88389.0,0.058106777992736655,562.0894744207783,5136,967.2740466004047,6142.0,4385.2299,0.012875762795212886,0.23438237599291956,0.035377350448446115,0.3282779917213102,0.039483411822889586,0.3405169167917613,0.8499507140911687,28.524821881261612,4.539309442379367,1.6374622287964213,2881.419838859116,0.19507378509732715,NaN,NaN,NaN,NaN,
5,obj6-val6,6,0,41.407130534790106,17.589275445658423,10.21477860839563,9.652018529334661,4.100067073626957,20.574219699050182,20,2,0,59,50,20,41160.0,0.16899902818270165,761.2722710418485,6956,1061.377786357543,4894.0,3527.4355,0.04668524314975709,0.36007556595003437,0.1246792772783203,0.4995720034468626,0.05481790244734158,0.3798754476944148,0.9315384998492301,23.929848210228215,6.478071749324166,1.1794288304235212,1159.6987052923398,0.6564397007323941,0.578074882204539,21.12560051267449,10.131685792955269,5.87930457438802,
6,obj7-val7,7,0,31.0874247703516,87.85809312638581,10.0,7.246491027931163,20.47975630901043,20.141620771046398,6,70,2,59,110,19,39852.0,0.07921810699588477,345.5055433696256,3157,663.2718712294691,4612.0,3383.6072999999997,0.011490360152525936,0.22565512093129136,0.02909790203975681,0.30757702537270026,0.04626874010996466,0.35900156036642933,0.8118622381343098,26.23393214642113,4.810467301698575,1.8379781503492925,1778.1315287049533,0.19430820374759555,NaN,NaN,NaN,NaN,
7,obj8-val8,8,0,43.527306967984934,50.581293157564346,6.853421217827997,10.14623249573017,11.790519470657987,13.80390111537345,19,38,2,66,64,11,12960.0,0.24583333333333332,348.6793351839174,3186,549.8927414551306,3320.0,2447.2955,0.03137109408840415,0.31538695267040445,0.07832216457595054,0.42785330769277957,0.08269339660192482,0.43566964764388166,0.8865748536820249,13.956762168621445,3.512655121707059,1.3508905602108463,683.2056207866427,0.5103578257779087,0.32989300837768065,11.191125799811209,7.035065979062838,2.4221360676919694,
8,obj9-val9,9,0,46.01006588579795,98.17734260614934,8.887445095168374,10.724964582911818,22.885177450275453,17.900754873037776,11,67,2,71,118,19,57096.0,0.09569847274765307,597.9861542513887,5464,903.6866105739786,6072.0,4385.908533333334,0.015082678234420395,0.24707383858126036,0.040021654983346776,0.3420568940359742,0.054800066754082215,0.37983424418345285,0.8638324624547024,20.753577658859097,3.621420774579233,1.4249206787255206,2003.636087424256,0.2984504811051396,0.23045392229487274,20.974982014031447,9.107219698240858,4.59400787312726,
9,obj10-val10,10,0,89.33993239980686,65.4990342829551,12.973684210526315,20.825173630612532,15.267850836015759,26.13110273717335,61,42,6,110,87,20,34500.0,0.12005797101449275,453.30502395850147,4142,665.0219660015022,3330.0,2429.5735,0.05254602426744415,0.37455337422673973,0.13529521485394463,0.5133664453190094,0.07901789692279662,0.4291168053424763,0.9235117775504466,22.54813579420335,4.8825254494488775,1.7431933148692023,1155.54251823098,0.3922876197168981,NaN,NaN,NaN,NaN,
