Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,
0,obj1-val1,1,0,12.0,60.19891577045211,76.16823102159687,6.070246846435903,14.032391111334604,17.754844821942037,12.226460996755227,56999.0,0.0,15.0,11.087142579264734,2.8305229104175633,
1,obj2-val2,2,0,13.0,64.01548864917082,57.77794236032845,5.0921268716792785,14.922035761137089,13.468061250469047,10.256368836741887,31055.0,0.0,15.0,9.531921424186617,3.2457042852046114,
2,obj3-val3,3,0,15.0,76.71987524089664,83.64945734861548,5.08000304290496,17.88343330797123,19.49872164213996,10.231949480595345,39436.0,0.0,15.0,9.493500240731825,3.9940457883367517,
3,obj4-val4,4,0,11.0,77.32875839211354,55.59648451885216,7.093000198294666,18.025364211703074,12.959562563529104,14.286452012300806,70602.0,0.0,15.0,10.797063771218841,3.19877097709487,
4,obj5-val5,5,0,10.0,39.29601479046836,59.98808545603944,6.595257659349689,9.159916613104476,13.983246481533541,13.283917866196054,34076.0,0.0,15.0,10.090612970091797,2.8584430745032026,
5,obj6-val6,6,0,0.0,58.770896645324996,98.53497772401381,7.326586610804591,13.699519287618383,22.968542337911618,14.756932906105218,33893.0,0.0,15.0,10.835358056265985,3.403200651134551,
6,obj7-val7,7,0,14.0,30.179295072891676,92.26093375161469,4.954419634618933,7.034805635736268,21.506060202749488,9.97900414211208,27095.0,0.0,15.0,8.779974076474401,3.8064860792616866,
7,obj8-val8,8,0,12.0,39.26415853168074,30.769807319659243,7.689371503784139,9.15249090656258,7.172454274364119,15.48764047969109,27351.0,0.0,15.0,8.845730918499353,3.7782009231252425,
8,obj9-val9,9,0,10.0,43.16724030920273,17.438356937313095,6.094848501946623,10.062300814942933,4.064887909551707,12.276012718318912,35446.0,0.0,15.0,8.371752479924421,4.331984605294127,
9,obj10-val10,10,0,15.0,42.77675721255195,110.13124134192616,7.921098596639162,9.971279050440351,25.671635980614013,15.954376402357381,33206.0,0.0,15.0,9.830076968620485,3.6432755821814133,
10,obj11-val11,11,0,12.0,9.142568787846596,49.831049258118206,5.6750239031127165,2.131136405887136,11.615637320519854,11.43041793231199,28239.0,0.0,15.0,9.147716229348882,3.7556887677702266,
11,obj12-val12,12,0,15.0,56.75641572691253,34.996860713197194,7.3323986589454435,13.229942987585432,8.15778209476538,14.768639313060829,65620.0,0.0,15.0,10.118735543562066,3.7270079367115785,
12,obj13-val13,13,0,8.0,27.071472782356583,72.48076359253348,5.902433462553344,6.31037102878081,16.895294703593844,11.888457642908374,30697.0,0.0,15.0,10.087742359513637,3.5503133358959613,
13,obj14-val14,14,0,14.0,22.397901004086986,27.510621121146375,5.74373076340885,5.220959596029319,6.412736680502662,11.568804684757389,39638.0,0.0,15.0,9.974333165576246,3.748424687421877,
14,obj15-val16,16,0,5.0,64.80595229719272,123.7927249700978,6.504115950186449,15.106293150599575,28.856133225756988,13.100343691956956,14213.0,0.0,15.0,5.6806554756195045,3.551069339315545,
15,obj16-val17,17,0,7.0,91.41227762465547,91.58486594838386,5.645201703833625,21.308238123396237,21.348468530020856,11.370351189468186,19955.0,0.0,15.0,6.363201530612245,4.226419279055364,
16,obj17-val20,20,0,0.0,56.19015212169736,69.10028022417934,8.52379046094018,13.097946716908512,16.10730269139567,17.16829549961199,34972.0,0.0,15.0,9.779642058165548,3.6401935682734154,
17,obj18-val21,21,0,11.0,22.018005313043194,76.11813321963858,9.253747007313633,5.132405759967477,17.743167004461444,18.63854629325167,30491.0,0.0,15.0,9.864445163377548,3.3632413535773322,
18,obj19-val22,22,0,14.0,10.503280701011725,84.99462388350337,9.395419718071372,2.4483188918341265,19.81228049425288,18.923898094620522,23623.0,0.0,15.0,8.460959885386819,3.6119424821375348,
19,obj20-val23,23,0,6.0,19.430513296716324,104.62251550954281,8.605089500928598,4.529260346036682,24.387549807037818,17.33204494286167,25307.0,0.0,15.0,8.163548387096775,4.091250274101773,
