Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,
0,obj1-val1,1,0,8.0,16.13874010522823,66.66042565293644,3.1736739820827604,3.761946711204747,15.538571624394248,6.392293779804766,21097.0,0.0,44.0,10.617513839959738,6.908454418781335,
1,obj2-val3,3,0,25.0,44.62524220790726,140.02626276771477,7.942084445536802,10.402161635056451,32.640177316607634,15.996645303362856,699812.0,0.0,255.0,106.06426189754471,70.56424827918327,
2,obj3-val4,4,0,129.0,36.285727195197026,79.44286585675799,3.1955161332226347,8.458217382249225,18.518163499125524,6.436287412313089,354114.0,0.0,253.0,90.96172617518623,66.40447879479402,
3,obj4-val5,5,0,141.0,86.73497539601081,77.10542096291321,7.741367267598422,20.217957121184657,17.973304168490845,15.592368375335907,445253.0,5.0,220.0,72.6706381589685,40.30273406926853,
4,obj5-val6,6,0,68.0,99.16477792218257,89.29159996216673,5.353881238549304,23.115349013573336,20.813907320253776,10.783584556008028,285463.0,0.0,179.0,62.794324681038276,39.657296210169946,
5,obj6-val7,7,0,113.0,77.19615887750851,51.01091095843952,4.835496467989031,17.99445521232498,11.890663550216823,9.739473609796935,515995.0,11.0,213.0,94.62589400330094,40.01859166196695,
6,obj7-val8,8,0,37.0,30.73058949078572,101.40302948250323,3.296672666167593,7.163312582919224,23.637086338872322,6.640033064822211,313915.0,0.0,253.0,106.30375888926515,66.45151901572605,
7,obj8-val10,10,0,38.0,55.68653521231941,94.14579826310991,5.168925163125158,12.980553415846076,21.945422866988,10.411053042958606,642758.0,6.0,254.0,113.28128304547057,56.38189309743631,
8,obj9-val11,11,0,13.0,33.00317430978853,40.39026732510156,3.2889586254836805,7.693053004416677,9.414987312369115,6.624495736615431,248873.0,0.0,232.0,63.03774062816616,50.426796076242276,
9,obj10-val12,12,0,11.0,42.7791273054431,12.792235875338369,7.6848182083639145,9.971831520032088,2.981875249641986,15.478469404729818,126711.0,0.0,189.0,47.08695652173913,40.95616321923796,
10,obj11-val13,13,0,33.0,64.60967694742583,22.180323917062335,8.093303209246033,15.060541288822774,5.170242290859956,16.301224402572636,601512.0,0.0,251.0,112.01340782122905,63.109130447240595,
11,obj12-val14,14,0,104.0,78.6808254083815,98.70601910261554,6.975302692484291,18.340531568759022,23.008412151014454,14.049390159527746,483494.0,12.0,230.0,100.49760964456453,45.46292890793468,
12,obj13-val15,15,0,166.0,66.60048749694738,63.31176535638423,7.906663687006686,15.524600016491243,14.757997582838458,15.925302154789216,434054.0,4.0,225.0,83.56834809395457,44.79404102540689,
13,obj14-val19,19,0,8.0,54.664450047273874,148.93583359596596,8.39015127639458,12.742304959018359,34.717001805820836,16.89912452208505,63460.0,0.0,184.0,26.277432712215322,38.4003035669767,
14,obj15-val20,20,0,134.0,67.65335272249425,133.60164212021442,8.215690726779506,15.770023317614035,31.142595698834857,16.547732699099537,413977.0,8.0,235.0,95.32051577250748,49.203218041121865,
15,obj16-val21,21,0,181.0,101.97881814151158,107.39924356298596,8.325713992192316,23.771302903361377,25.034806216178232,16.769337387893238,369892.0,1.0,254.0,107.12192296553721,70.3553669349827,
16,obj17-val22,22,0,2.0,125.27536510376633,107.92678708685627,7.172559569561876,29.201737228200006,25.15777682055635,14.446697480785508,5204.0,0.0,59.0,2.5262135922330096,2.957492642831728,
17,obj18-val23,23,0,2.0,119.82885375494071,69.72592885375494,6.1497233201581025,27.932153275384742,16.253141634773858,12.386539496148485,12650.0,0.0,59.0,4.9069045771916215,7.423851092006936,
18,obj19-val24,24,0,155.0,110.73748337345137,57.21541979272571,8.60957448091011,25.812951238299558,13.336937017141437,17.34107841945701,248849.0,10.0,252.0,114.30822232429949,66.32875515556819,
