Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,
0,obj1-val1,1,0,25.0,81.47453459782227,51.50727287753879,5.619620240087605,18.99174628742684,12.006365710171544,11.318825975314125,96798.0,0.0,104.0,22.802826855123676,16.32168063455806,
1,obj2-val2,2,0,18.0,84.08301761239844,74.08074227512262,6.34214847648997,19.599784711364237,17.268250368268934,12.774114948713065,93173.0,0.0,92.0,18.312303459119498,14.919433393604857,
2,obj3-val3,3,0,20.0,44.277577259912015,78.04083300418137,8.176597976055897,10.321120797966064,18.19134908583418,16.468993563102337,146842.0,0.0,133.0,33.818977429755876,20.922778546820172,
3,obj4-val4,4,0,60.0,60.82791160974075,24.230622034653596,7.719940234344282,14.179010290622758,5.648167594208947,15.549210857530559,38149.0,0.0,110.0,25.04858831254104,20.038799494823532,
4,obj5-val5,5,0,36.0,20.365022077948264,49.48046252797548,7.970562735649334,4.747094713107787,11.533915414853551,16.0540051953283,99194.0,0.0,78.0,20.124568878068573,14.73281738219887,
5,obj6-val6,6,0,10.0,53.62833106840096,94.45750339739857,8.116611661166116,12.50078521462858,22.01808145725943,16.348171402506086,77265.0,0.0,114.0,25.474777448071215,17.966972782706907,
6,obj7-val8,8,0,13.0,75.44340219224283,53.45244285178939,5.551327993254637,17.585886934709475,12.459785601665782,11.181274321582892,85392.0,0.0,70.0,15.93134328358209,13.415008141166817,
7,obj8-val9,9,0,117.0,25.183178421513908,81.72050717284007,9.187756584713316,5.8702088653008175,19.049082592095072,18.505630886598006,173432.0,0.0,163.0,37.14542728635682,26.810796718239974,
8,obj9-val10,10,0,15.0,61.77455787991027,86.00095205801033,4.899173144138975,14.399673911172963,20.046855990344593,9.867728756094227,76676.0,0.0,108.0,34.476618705035975,21.193184046060523,
9,obj10-val11,11,0,46.0,72.6398367860424,26.826034778146546,6.600117527291989,16.93237472801086,6.253159332779615,13.293706427905171,120823.0,0.0,103.0,21.805269806894064,18.725496075432925,
10,obj11-val12,12,0,17.0,60.856033516571486,59.493568874419594,4.758259059614666,14.1855655182443,13.867974470476227,9.583904950915446,37474.0,1.0,67.0,25.133467471495642,11.177531392739908,
11,obj12-val13,13,0,108.0,81.78312211299301,94.6198626080777,9.256022740731968,19.06367815944697,22.055927453580434,18.64312998920048,84430.0,0.0,188.0,26.93141945773525,31.481410602508646,
12,obj13-val15,15,0,14.0,38.13965988662888,26.793424474824942,5.555238412804268,8.89036982697864,6.245557858158163,11.189150540345327,74975.0,0.0,102.0,16.970348574015393,18.4294057562304,
13,obj14-val16,16,0,34.0,46.12069805554325,62.18574529071938,7.775549073330001,10.75075298550168,14.495521859506985,15.661216072167411,158039.0,0.0,106.0,25.96763062767006,17.077697754590602,
14,obj15-val17,17,0,41.0,51.52418240442193,39.549320344580885,5.667331458196537,12.010307327585995,9.218962238104336,11.414924101481603,204074.0,0.0,149.0,35.998236020462166,25.051802302060953,
15,obj16-val18,18,0,36.0,11.848358181756057,61.514106083212795,9.766614653925444,2.7618569853909123,14.33896249419587,19.671544857631087,87799.0,0.0,117.0,30.02701778385773,22.378641165838893,
16,obj17-val19,19,0,26.0,12.012704174228675,37.40156467499516,8.209292900815816,2.8001661013349604,8.718319540781767,16.534846440667557,56753.0,0.0,104.0,20.488447653429603,17.434002160144942,
17,obj18-val20,20,0,8.0,98.4156484962406,83.04751461988305,9.057879072681704,22.94072664765048,19.358408553638395,18.24403652719523,38304.0,0.0,129.0,18.495412844036696,24.129959192643824,
