Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,
0,obj1-val1,1,0,9.0,42.73754014841067,117.34270129582457,4.588160372134234,7.194875712632628,19.75467349492341,9.241298625227085,36116.0,0.0,15.0,5.358456973293769,3.623634474808703,
1,obj2-val2,2,0,10.0,54.741711167866264,141.03504759693521,7.264580914789877,9.215780945321397,23.743285997776635,14.632043384627904,86140.0,0.0,15.0,7.519860323003056,3.4777000654831585,
2,obj3-val3,3,0,10.0,82.28326861246816,160.5333416844127,9.095508511141732,13.852409119477361,27.025828747794435,18.319828315124163,71847.0,0.0,15.0,7.061824257912326,4.084650734770809,
3,obj4-val4,4,0,12.0,120.65128082892836,46.24859438314101,8.545351299056378,20.31167369763459,7.785962582664775,17.211722522096228,71321.0,0.0,15.0,7.903479609929078,4.220311692442169,
4,obj5-val5,5,0,4.0,43.08926322418136,52.234807934508815,4.59489137279597,7.254088381556651,8.793743150797688,9.25485595150092,25408.0,0.0,15.0,6.534979423868313,3.8569494911119078,
5,obj6-val6,6,0,15.0,118.13850511091623,127.14517589890306,8.004571790042698,19.88864726883132,21.404922578059058,16.122504942965605,69557.0,0.0,15.0,8.125817757009345,4.079383652803763,
6,obj7-val7,7,0,3.0,82.71251258471202,89.56307382530166,7.977174713369097,13.924672450964541,15.07796617158252,16.06732279010611,66549.0,0.0,15.0,7.5701285405528385,3.514710120386444,
7,obj8-val8,8,0,4.0,98.30286060851107,187.8240978469625,7.649368240169817,16.5493114909841,31.620234462570014,15.407067423158702,49465.0,0.0,15.0,6.738182808881624,4.574076749931104,
8,obj9-val10,10,0,7.0,90.00379647407925,115.80076511316693,9.190172805027055,15.152161941172572,19.495088147884072,18.51049754592387,68748.0,0.0,15.0,7.5307262569832405,3.29760409009057,
9,obj10-val11,11,0,10.0,69.32390420244013,145.82535020334387,7.726253953908722,11.670696837463073,24.549734655311084,15.561927712042726,44260.0,0.0,15.0,7.206121784435037,3.755450900668942,
10,obj11-val12,12,0,11.0,59.804176639095225,80.83283522861147,7.786195265318271,10.068048290107761,13.608228291800732,15.68265922833576,80639.0,0.0,15.0,7.918205027494109,3.2464767959670806,
11,obj12-val13,13,0,14.0,117.957906839788,96.32137749235817,5.383269300877759,19.858243504127696,16.215728306320386,10.84277687666959,35659.0,0.0,15.0,9.223745473357475,3.9619620946205156,
12,obj13-val14,14,0,14.0,85.21420092327985,193.9505385799077,9.39984612002638,14.34583231662909,32.65162231225162,18.932813585576323,45490.0,0.0,15.0,5.200045724737083,4.269179883401369,
13,obj14-val15,15,0,11.0,72.62953359633495,64.41333672690251,6.944260626113515,12.227200383490926,10.844001558738585,13.986866406648764,62864.0,0.0,15.0,8.948612099644128,3.313971961346112,
14,obj15-val16,16,0,5.0,118.72652798839586,157.87866750181314,7.667304015296367,19.987641069245633,26.578913676524273,15.443192981242076,60668.0,0.0,15.0,7.0725110748426205,3.7305931411727755,
15,obj16-val17,17,0,8.0,76.59035889846186,43.43266028859876,8.43764205296263,12.894006326680277,7.31189936435974,16.99477864326067,75676.0,0.0,15.0,7.403972214069073,3.7413566237812748,
16,obj17-val18,18,0,7.0,44.363427197802196,102.01426854395605,6.890367445054945,7.468594209357715,17.174127957296285,13.878316805146058,58240.0,0.0,15.0,8.086642599277978,4.2335959840288675,
17,obj18-val19,19,0,9.0,26.901859717781065,94.74983693663596,9.200734978284732,4.528934899761913,15.951159055574601,18.531771474751288,62859.0,0.0,15.0,7.890911373336681,4.282230939403447,
18,obj19-val20,20,0,10.0,56.34666897586884,38.92450833237117,7.882115229188315,9.485975998955697,6.552950840273349,15.875857582000052,51966.0,0.0,15.0,8.231585616980833,3.9409339458621493,
19,obj20-val21,21,0,15.0,63.71518711365327,21.049041988355093,10.030702541872932,10.726467894454034,3.5436115520521465,20.203460666557575,38987.0,0.0,15.0,6.839824561403509,4.168851479413342,
20,obj21-val22,22,0,0.0,96.97370512421824,26.79499671745966,8.998859749144811,16.3255478284279,4.510944486581334,18.12516204391085,28941.0,0.0,15.0,6.663826847801059,4.729076128724669,
21,obj22-val23,23,0,10.0,42.54357405140759,157.1759853121175,10.917552019583843,7.162221471055893,26.460616951846525,21.989719252662947,40850.0,0.0,15.0,7.766159695817491,4.664160963660403,
22,obj23-val24,24,0,10.0,138.7552414905356,95.53501400560224,7.734572616925558,23.35948006211714,16.083343814079743,15.578682847623451,23562.0,0.0,15.0,6.434188967777171,4.324379335249902,
