Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,
0,obj1-val1,1,0,35.0,47.2294391365401,49.36884275448113,8.528428646163166,11.00920097066271,11.507896801438587,17.177637556394714,108957.0,0.0,103.0,20.457566654149456,11.85966383600598,
1,obj2-val2,2,0,30.0,54.86764542010252,50.62276669638214,10.038356177104227,12.789669880911928,11.800186968984395,20.21887632839244,215376.0,1.0,108.0,27.56989247311828,13.391588240566348,
2,obj3-val3,3,0,5.0,41.10613892068778,17.857367514251685,10.327366704825337,9.581857264862373,4.162559441009327,20.8009903732123,86481.0,0.0,98.0,13.901462787333227,13.152473369588044,
3,obj4-val4,4,0,30.0,21.123911749386114,30.197912791130292,10.244995907433589,4.9239921961218425,7.0391454332323065,20.635082236844973,53756.0,0.0,77.0,11.908728400531679,9.38064723008788,
4,obj5-val5,5,0,41.0,79.81171842170089,70.23076755879498,9.055360739592238,18.60414317811898,16.37081973688909,18.23896419618891,138022.0,1.0,113.0,26.466347075743048,15.710837868395272,
5,obj6-val6,6,0,7.0,118.54105041740617,46.33830276737001,11.723381318609084,27.63196580729688,10.801476730023358,23.612790067379404,76065.0,0.0,127.0,20.64739413680782,18.26582134556521,
6,obj7-val7,7,0,27.0,45.638815754831235,68.80198515086093,4.937299247011742,10.638426030328516,16.037769991648233,9.944520906648345,75964.0,0.0,99.0,18.238655462184873,16.973157712278695,
7,obj8-val8,8,0,10.0,76.74867758669154,26.77159941737153,9.24820483990494,17.890147146184844,6.240470428620704,18.627383469832115,78266.0,0.0,121.0,12.92798149983482,8.896328205040016,
8,obj9-val9,9,0,31.0,104.30766411035547,60.22004533834949,8.180764964066947,24.314157821172248,14.037316421981064,16.477386552329946,103665.0,0.0,120.0,19.035071612192436,10.03620902129908,
9,obj10-val10,10,0,1.0,87.27903610354224,97.07654972752043,6.6290871934604905,20.34477788761676,22.62858219423474,13.352056030888148,11744.0,0.0,42.0,3.971592830571525,4.806739102304296,
10,obj11-val11,11,0,30.0,29.342815685291008,51.37437973595113,7.3862744746788955,6.83982195915079,11.97538826622749,14.877153937984227,55823.0,1.0,112.0,21.470384615384614,11.859309274733995,
11,obj12-val12,12,0,16.0,42.02642761191984,31.586077071396588,6.886293646224561,9.796376923321823,7.362727076824667,13.870111514032146,109431.0,2.0,104.0,19.838832487309645,8.79278656469592,
12,obj13-val13,13,0,41.0,82.45176564060168,75.56417827118608,8.250732775743781,19.21953923058727,17.614039886551456,16.618313065227426,93139.0,0.0,100.0,28.387381895763486,16.74883175404027,
13,obj14-val14,14,0,17.0,108.40766362305709,67.567801631003,8.594723635603263,25.269869331623564,15.750081324299995,17.31116641002701,57388.0,0.0,69.0,7.824925006817562,9.324514507705592,
14,obj15-val15,15,0,3.0,15.154076290201944,76.2182124158564,10.370605833956619,3.532421185889395,17.76649550474194,20.888080987355558,10696.0,0.0,36.0,3.087759815242494,2.797699284553937,
15,obj16-val16,16,0,32.0,50.582181919219984,70.55124740037216,13.229322960081504,11.790726641351961,16.445523714905203,26.646000611965864,118767.0,0.0,110.0,21.558722091123617,15.259509299932073,
16,obj17-val17,17,0,16.0,77.20129171151775,52.543774668101904,10.49527397611359,17.995651677965686,12.247974688117942,21.139182831511217,195090.0,0.0,156.0,26.22882495294434,17.28419460302321,
